,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,1844,https://www.politifact.com/factchecks/2019/feb/03/gery-chico/chicos-soda-tax-swipe-mendoza-falls-flat/,Advertisement,,In Springfield; Susana Mendoza voted to hit working families with a massive new soda tax.',Chico's soda tax swipe at Mendoza falls flat,en,PolitiFact,politifact.com,2019-02-04T16:03:07Z,2019-01-16T00:00:00Z,Gery Chico,Gery Chico,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1310
,4843,https://www.politifact.com/factchecks/2019/nov/27/lizzie-pannill-fletcher/texas-among-states-widest-pay-gap-latinas/,Social Media,Twitter,In Texas; Latinas make less than $0.45 for every dollar a man makes. That makes us 49th in the nation.',Texas is among the states with the widest pay gaps for Latina workers,en,PolitiFact,politifact.com,,2019-11-20T00:00:00Z,Lizzie Pannill Fletcher,Lizzie Fletcher,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,829
,5025,http://www.politifact.com/factchecks/2017/jul/19/ron-johnson/johnson-mostly-target-claim-out-pocket-health-cost/,TV Appearance,Regional Station,In the ‘40s; 68 cents of every health care dollar was actually paid for by the patient; today it’s only 11 cents.',Johnson mostly on target with claim on out-of-pocket health costs,en,PolitiFact,politifact.com,2017-07-19T15:41:21Z,2017-06-04T00:00:00Z,Ron Johnson,Ron Johnson (Wisconsin politician),Republican,Mostly True,,5 Mostly True,True)ish,TRUE,1094
,1935,http://www.politifact.com/factchecks/2018/feb/16/scott-milder/scott-milder-state-share-education-spending-68-38-/,Written Statement,Campaign,In the 1980s; the state funded 68% of school expenses; and now the state’s share is 38%.',Scott Milder: State share of education spending was 68 percent in 1980s--now it's down to 38 percent,en,PolitiFact,politifact.com,2018-02-16T23:04:28Z,2018-02-06T00:00:00Z,Scott Milder,Scott Milder,Republican,Half True,,4 Half True,True)ish,TRUE,1962
,425,https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/,Speech/Remarks,Unspecified,In the American Rescue Plan; 'just about 1% of the money is for vaccines.',How much goes to COVID-19 vaccines in the stimulus bill?,en,PolitiFact,politifact.com,,2021-02-24T00:00:00Z,Mitch McConnell,Mitch McConnell,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,996
,2793,http://www.politifact.com/factchecks/2017/apr/27/jon-ossoff/checking-jon-ossoff-16-billion-government-waste/,Advertisement,,In the federal government; 'there’s $16 billion in duplicate programs' that can be cut.,Checking Jon Ossoff on $16 billion in government waste,en,PolitiFact,politifact.com,2017-04-27T14:43:14Z,2017-03-30T00:00:00Z,Jon Ossoff,Jon Ossoff,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2348
,6771,http://www.politifact.com/factchecks/2017/apr/26/john-chiang/has-treasurer-john-chiang-saved-california-taxpaye/,Speech/Remarks,Unspecified,In the first two years and a couple months (as California treasurer); I have saved taxpayers and ratepayers over $5.2 billion.',Has Treasurer John Chiang saved California taxpayers more than $5 billion?,en,PolitiFact,politifact.com,2017-04-26T16:44:40Z,2017-03-23T00:00:00Z,John Chiang,John Chiang,Democratic,Half True,,4 Half True,True)ish,TRUE,295
,2396,http://www.politifact.com/factchecks/2017/nov/30/kevin-brady/does-70-percent-tax-bills-relief-go-those-making-u/,TV Appearance,FOX,In the House Republican bill; '70 percent of the tax relief goes to those families making less than 200;000.',Does 70 percent of tax bill's relief go to those making less than $200;000?,en,PolitiFact,politifact.com,2017-11-30T14:45:44Z,2017-11-26T00:00:00Z,Kevin Brady,Kevin Brady,Republican,Half True,,4 Half True,True)ish,TRUE,630
,4067,http://www.politifact.com/factchecks/2017/jan/19/mark-pocan/pocan-wrongly-claims-last-decade-73-new-jobs-wisco/,TV Appearance,FOX,In the last decade; 73% of new jobs (in Wisconsin) have come from Madison.',Pocan wrongly claims 'in the last decade; 73% of new jobs' in Wisconsin 'have come from Madison',en,PolitiFact,politifact.com,2017-01-19T16:44:16Z,2016-12-08T00:00:00Z,Mark Pocan,Mark Pocan,Democratic,FALSE,,2 False,False(ish),TRUE,1839
,934,https://www.politifact.com/factchecks/2019/jun/14/joe-biden/joe-biden-says-he-helped-cut-chinas-thefts-us-tech/,Speech/Remarks,Campaign,In the Obama-Biden administration; we got China to cut cyber-theft -- it's gotten significantly worse under this administration.',Joe Biden says China's thefts of US technology have increased on Donald Trump's watch,en,PolitiFact,politifact.com,,2019-06-11T00:00:00Z,Joe Biden,Joe Biden,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1879
,4033,https://www.politifact.com/factchecks/2016/sep/19/elaine-phillips/new-york-has-been-most-corrupt-state-decades/,Social Media,Facebook,In the past decade in New York State 'more than 30 current and former state officeholders have been convicted; sanctioned or accused of wrongdoing — more than any other state.',Yes; New York has more corrupt officials than any other state,en,PolitiFact,politifact.com,2016-09-19T19:19:32Z,2016-08-16T00:00:00Z,Elaine Phillips,Elaine Phillips,Republican,TRUE,,6 True,True)ish,TRUE,795
,5338,http://www.politifact.com/factchecks/2016/oct/27/newt-gingrich/gingrich-misleading-call-850000-paid-bill-clinton-/,TV Appearance,FOX,In the Paula Jones case; Bill Clinton paid an '$850;000 penalty.',Newt Gingrich misleading in saying Bill Clinton paid $850;000 'penalty',en,PolitiFact,politifact.com,2016-10-27T21:49:13Z,2016-10-26T00:00:00Z,Newt Gingrich,Newt Gingrich,Republican,Half True,,4 Half True,True)ish,TRUE,896
,6681,http://www.politifact.com/factchecks/2016/oct/06/jason-kander/kander-supported-second-amendment-while-office/,Advertisement,,In the state legislature; I supported Second Amendment rights.',Kander supported Second Amendment while in office,en,PolitiFact,politifact.com,2016-10-06T18:52:17Z,2016-09-15T00:00:00Z,Jason Kander,Jason Kander,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2363
,5905,http://www.politifact.com/factchecks/2016/may/09/joe-biden/joe-biden-misstates-daily-deaths-united-states-can/,Speech/Remarks,Unspecified,In the United States alone we lose more than 3;000 people a day to cancer.',Joe Biden misstates daily deaths in United States from cancer,en,PolitiFact,politifact.com,2016-05-09T15:35:26Z,2016-04-29T00:00:00Z,Joe Biden,Joe Biden,Democratic,FALSE,,2 False,False(ish),TRUE,2192
,3302,http://www.politifact.com/factchecks/2017/feb/09/paul-ryan/does-united-states-tax-exports-not-imports/,TV Appearance,MSNBC,In the United States; 'we tax our exports and don't tax our imports.',Does the United States tax exports but not imports?,en,PolitiFact,politifact.com,2017-02-09T17:20:49Z,2017-01-25T00:00:00Z,Paul Ryan,Paul Ryan,Republican,Half True,,4 Half True,True)ish,TRUE,111
,717,https://www.politifact.com/factchecks/2018/dec/12/christine-lagarde/if-women-worked-much-men-would-gdp-jump-5/,TV Appearance,CBS,In the United States; if there was equal participation of women in the labor market; GDP would be up by 5 percent.',If women worked as much as men; would US GDP jump 5 percent?,en,PolitiFact,politifact.com,2018-12-12T18:56:38Z,2018-12-09T00:00:00Z,Christine Lagarde,Christine Lagarde,Republican,Half True,,4 Half True,True)ish,TRUE,1239
,6195,http://www.politifact.com/factchecks/2018/apr/18/charles-schumer/senate-democrats-flub-statistic-layoffs-2018/,Written Statement,Press Release,In the wake of the Republican-backed tax bill; 'more than 100;000 American workers have already been laid off in 2018.',Chuck Schumer; Senate Democrats flub statistic on layoffs in 2018,en,PolitiFact,politifact.com,2018-04-18T21:44:49Z,2018-04-16T00:00:00Z,Chuck Schumer,Chuck Schumer,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,1643
,6553,https://www.politifact.com/factchecks/2020/aug/19/carol-miller/have-overdoses-wva-increased-50-during-pandemic/,Social Media,Twitter,In West Virginia alone; overdoses have increased by 50% during the #COVID-19 pandemic.',Have overdoses in W.Va. increased 50% during the pandemic?,en,PolitiFact,politifact.com,,2020-07-30T00:00:00Z,Carol Miller,Carol Miller (politician),Republican,Mostly True,,5 Mostly True,True)ish,TRUE,86
,6993,https://www.politifact.com/factchecks/2019/apr/03/mitch-carmichael/have-west-virginia-test-scores-tended-drop-between/,Interview,,In West Virginia; 'our students enter in at fourth grade the first time they’re tested; 37th or 38th in the nation—which is not good; but it’s not horrible. By the time they’re in the 8th grade; they’re 46th or 47th; and then upon 11th grade testing they’re near last.',Have West Virginia test scores tended to drop after 4th grade?,en,PolitiFact,politifact.com,2019-04-03T23:27:08Z,2019-02-14T00:00:00Z,Mitch Carmichael,Mitch Carmichael,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,378
,4711,https://www.politifact.com/factchecks/2018/oct/11/david-mckinley/david-mckinley-correct-about-rise-wva-tax-receipts/,Social Media,Twitter,In West Virginia; 'personal income tax collections (were) up 14% from 2017.',David McKinley correct about rise in W.Va. tax receipts,en,PolitiFact,politifact.com,2018-10-11T22:33:56Z,2018-08-14T00:00:00Z,David McKinley,David McKinley,Republican,TRUE,,6 True,True)ish,TRUE,24
,2479,https://www.politifact.com/factchecks/2019/nov/08/mark-pocan/wisconsin-democrats-claim-about-reliance-planned-p/,Social Media,Twitter,In WI; over 79% of Title X patients rely on Planned Parenthood for their basic health care.',Wisconsin Democrat's claim about reliance on Planned Parenthood for health care is in the ballpark,en,PolitiFact,politifact.com,,2019-08-19T00:00:00Z,Mark Pocan,Mark Pocan,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,335
,1286,http://www.politifact.com/factchecks/2017/oct/06/chris-taylor/wake-las-vegas-lawmaker-says-wisconsin-bill-would-/,Speech/Remarks,Press Event,In Wisconsin; 'we have a bill that would allow hidden; deadly weapons -- every single person to carry one -- no training; no background check; even around schools.',In the wake of Las Vegas; lawmaker says a Wisconsin bill would let everyone carry concealed weapons,en,PolitiFact,politifact.com,2017-10-06T18:11:39Z,2017-10-04T00:00:00Z,Chris Taylor,Chris Taylor,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,812
,5325,https://www.politifact.com/factchecks/2018/jul/25/kelda-helen-roys/governor-hopeful-kelda-roys-claim-abortion-crime-w/,Advertisement,,In Wisconsin; abortion is still a crime.',Governor hopeful Kelda Roys' claim that abortion is a crime in Wisconsin has some truth but misleads,en,PolitiFact,politifact.com,2018-07-25T12:51:20Z,2018-07-19T00:00:00Z,Kelda Helen Roys,Kelda Roys,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,741
,7678,https://www.politifact.com/factchecks/2019/mar/06/hillary-clinton/clinton-hot-seat-claim-thousands-were-turned-away-/,Speech/Remarks,Unspecified,In Wisconsin; because a key provision of the Voting Rights Act was not in effect; 'somewhere between 40;000 and 80;000 people were turned away from the polls (in 2016) because of the color of their skin' and other factors.,Clinton on the hot seat with claim that thousands were turned away from the polls in Wisconsin,en,PolitiFact,politifact.com,2019-03-07T14:58:36Z,2019-03-03T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,2337
,2589,https://www.politifact.com/factchecks/2018/feb/02/richard-corcoran/do-tallahassee-politicians-want-make-florida-sanct/,Advertisement,,Incredibly; some Tallahassee politicians want to make Florida a sanctuary state.',Do Tallahassee politicians want to make Florida a sanctuary state?,en,PolitiFact,politifact.com,2018-02-02T17:43:20Z,2018-01-29T00:00:00Z,Richard Corcoran,Richard Corcoran,Republican,Half True,,4 Half True,True)ish,TRUE,1964
,7136,http://www.politifact.com/factchecks/2016/jul/27/tim-kaine/tim-kaine-says-donald-trumps-plan-would-add-30-tri/,Speech/Remarks,Campaign,Independent analysts 'found that Trump's tax plan; given to the wealthy and big corporations; would rack up $30 trillion in debt.',Tim Kaine says Donald Trump's plan would add $30 trillion in debt; tilt toward the wealthy,en,PolitiFact,politifact.com,2016-07-28T04:15:33Z,2016-07-27T00:00:00Z,Tim Kaine,Tim Kaine,Democratic,Half True,,4 Half True,True)ish,TRUE,872
,6938,http://www.politifact.com/factchecks/2016/jul/13/hillary-clinton/hillary-clinton-says-according-analysts-donald-tru/,Speech/Remarks,Campaign,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.',Hillary Clinton says that; according to analysts; Donald Trump would increase debt by $30 trillion,en,PolitiFact,politifact.com,2016-07-13T19:29:13Z,2016-07-12T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Half True,,4 Half True,True)ish,TRUE,985
,7350,http://www.politifact.com/factchecks/2018/jul/09/mandy-cohen/nc-democrat-right-about-mike-pence-expanding-medic/,Speech/Remarks,Unspecified,Indiana expanded Medicaid when Mike Pence was governor,NC Democrat mostly right about Mike Pence expanding Medicaid,en,PolitiFact,politifact.com,2018-07-09T16:03:12Z,2018-06-26T00:00:00Z,Mandy Cohen,Mandy Cohen,Democratic,Mostly True,,5 Mostly True,True)ish,FALSE,1758
,1711,https://www.politifact.com/factchecks/2020/jun/12/george-borrello/fact-checking-coronavirus-infection-rates-western-/,Written Statement,Press Release,Infection rates in Allegany; Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.',Fact-checking coronavirus infection rates in western New York,en,PolitiFact,politifact.com,,2020-05-11T00:00:00Z,George Borrello,George Borrello,Republican,TRUE,,6 True,True)ish,TRUE,553
,6978,http://www.politifact.com/factchecks/2009/jun/08/newt-gingrich/stimulus-bill-wont-change-status-sunday-school/,Written Statement,Campaign,Inside the stimulus package 'is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays; as well as Boy Scouts and student Bible study groups.',Stimulus bill won't change status of Sunday school,en,PolitiFact,politifact.com,2016-07-15T16:40:58Z,2009-05-30T00:00:00Z,Newt Gingrich,Newt Gingrich,Republican,Pants on Fire,,1 Pants On Fire,False(ish),TRUE,1138
,2304,http://www.politifact.com/factchecks/2017/jun/14/karen-handel/iran-complying-nuclear-deal-yes-small-hiccups/,Debate,Election Debate,Iran has 'violated the terms of the (nuclear) deal.',Is Iran complying with the nuclear deal? For the most part; yes,en,PolitiFact,politifact.com,2017-06-14T19:31:16Z,2017-06-08T00:00:00Z,Karen Handel,Karen Handel,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2446
,3290,https://www.politifact.com/factchecks/2020/sep/17/joe-biden/joe-biden-says-under-donald-trump-irans-uranium-st/,Written Statement,,Iran has stockpiled 10 times as much enriched uranium as it had' in 2016.,Joe Biden says under Donald Trump; Iran's uranium stockpile has grown tenfold. It has.,en,PolitiFact,politifact.com,,2020-09-13T00:00:00Z,Joe Biden,Joe Biden,Democratic,TRUE,,6 True,True)ish,TRUE,743
,2140,http://www.politifact.com/factchecks/2017/nov/16/sebastian-gorka/fact-check-former-white-house-aide-says-iran-every/,Speech/Remarks,Unspecified,Iran's regime 'every Friday declares war on us.',Former White House aide Gorka says Iran 'every Friday declares war on us',en,PolitiFact,politifact.com,2017-11-17T00:01:19Z,2017-11-13T00:00:00Z,Sebastian Gorka,Sebastian Gorka,Republican,FALSE,,2 False,False(ish),FALSE,1832
,1541,http://www.politifact.com/factchecks/2016/oct/04/mike-pence/mike-pence-clinton-failed-keep-troops-iraq/,Debate,Election Debate,Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.',Mike Pence: Hillary Clinton failed to keep US troops in Iraq,en,PolitiFact,politifact.com,2016-10-05T02:40:37Z,2016-10-04T00:00:00Z,Mike Pence,Mike Pence,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1020
